Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#13 - >A0A0U0X8L3|FEATURES|UNIPROT|polymyxin|pmrF	specific	182669	3	327	0	664.512	PRK10714	PRK10714	 - 	cl32562
Q#14 - >YP_001779894|FEATURES|ARDB|macrolide-lincosamide-streptogramin|VatB	specific	100040	31	189	2.80747e-71	213.175	cd03349	LbH_XAT	 - 	cl00160
Q#15 - >A0A0H3DPR3|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	7	329	0	626.378	PRK10714	PRK10714	 - 	cl32562
Q#16 - >A0A139SSJ0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	1.23225e-116	335.157	PRK00281	PRK00281	 - 	cl00858
Q#17 - >ZP_03015699|FEATURES|ARDB|macrolide-lincosamide-streptogramin|ErmG	specific	128898	18	180	2.9564e-70	212.756	smart00650	rADc	 - 	cl17173
Q#18 - >ZP_03043001|FEATURES|ARDB|multidrug|mdtE	specific	137559	1	385	0	741.532	PRK09859	PRK09859	 - 	cl31380
Q#19 - >A0A0U1EMB4|FEATURES|UNIPROT|polymyxin|pmrF	specific	182669	5	327	0	682.232	PRK10714	PRK10714	 - 	cl32562
Q#20 - >ACJ05688.1|FEATURES|CARD|beta_lactam|ACT-7	superfamily	480360	1	381	0	668.402	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#21 - >YP_405004|FEATURES|ARDB|multidrug|mdtF	superfamily	185081	1	1018	0	1665.43	cl39118	PRK15127 superfamily	 - 	 - 
Q#22 - >K0G5H1|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	3	640	0	734.222	cl32530	PRK10535 superfamily	 - 	 - 
Q#23 - >S3TSF9|FEATURES|UNIPROT|beta_lactam|F907_00233	specific	442014	22	275	5.36335e-105	306.038	COG2602	YbxI	 - 	cl43695
Q#24 - >A0A0P7FVD1|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	250	3.6881e-81	244.635	PRK00281	PRK00281	 - 	cl00858
Q#25 - >B8ZI24|FEATURES|UNIPROT|beta_lactam|bla	specific	441934	22	274	1.33483e-86	259.445	COG2367	PenP	 - 	cl28588
Q#26 - >A0A109EL26|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	385	0	619.986	PRK11289	ampC	 - 	cl21491
Q#27 - >AHW42429.1|FEATURES|CARD|trimethoprim|dfrA12	specific	238127	8	160	2.29965e-68	204.294	cd00209	DHFR	 - 	cl17279
Q#28 - >ACB17556|FEATURES|ARDB|multidrug|MdtP	specific	182142	1	488	0	910.032	PRK09915	PRK09915	 - 	cl42914
Q#29 - >Q13NG8|FEATURES|UNIPROT|beta_lactam|Bxe_B1593	specific	236894	1	386	0	658.506	PRK11289	ampC	 - 	cl21491
Q#30 - >A0A0K3NB69|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	648	0	1342.07	PRK10535	PRK10535	 - 	cl32530
Q#31 - >B1LIU5|FEATURES|ARDB|multidrug|MdtH	specific	183255	1	400	0	738.795	PRK11646	PRK11646	 - 	cl27936
Q#32 - >Q5R1L7|FEATURES|UNIPROT|aminoglycoside|aadA2	specific	184296	1	262	0	502.248	PRK13746	PRK13746	 - 	cl32927
Q#33 - >A0A0Q6L4I1|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	19	264	1.37799e-90	268.902	PRK00281	PRK00281	 - 	cl00858
Q#34 - >A0A0D0NPG2|FEATURES|UNIPROT|polymyxin|arna	specific	236156	1	660	0	1486.39	PRK08125	PRK08125	 - 	cl35644
Q#35 - >NP_456105|FEATURES|ARDB|multidrug|MdtK	specific	234981	1	457	0	698.102	PRK01766	PRK01766	 - 	cl09326
Q#36 - >AAT45022|FEATURES|ARDB|beta_lactam|CTX-M-14	specific	441934	17	291	5.70799e-93	276.394	COG2367	PenP	 - 	cl28588
Q#37 - >A0A0T9TZ28|FEATURES|UNIPROT|polymyxin|pmrF_2	specific	182669	5	327	0	685.698	PRK10714	PRK10714	 - 	cl32562
Q#38 - >A0A0Q3TU96|FEATURES|UNIPROT|fosfomycin|fosB	specific	179740	2	140	1.87308e-88	253.33	PRK04101	PRK04101	 - 	cl14632
Q#39 - >A0A103TNX0|FEATURES|UNIPROT|beta_lactam|WS86_20025	specific	441934	34	282	4.87934e-91	271.386	COG2367	PenP	 - 	cl28588
Q#40 - >A0A077KUS2|FEATURES|UNIPROT|aminoglycoside|strA	specific	442463	4	265	4.4545e-104	302.989	COG3231	Aph	 - 	cl43814
Q#41 - >ACG70184.1|FEATURES|CARD|quinolone|QnrD1	superfamily	439496	9	212	1.18379e-96	280.421	cl45666	penta_rpt_SmQnr superfamily	 - 	 - 
Q#42 - >BAC67147|FEATURES|ARDB|tetracycline|tetD	specific	340946	7	386	2.31725e-144	415.111	cd17388	MFS_TetA	 - 	cl28910
Q#43 - >I4EN33|FEATURES|UNIPROT|chloramphenicol|NITHO_7290001	superfamily	445639	1	96	1.94877e-66	198.542	cl02008	2-oxoacid_dh superfamily	N	 - 
Q#44 - >A0A142DYL1|FEATURES|UNIPROT|beta_lactam|AMS64_00580	superfamily	442014	25	257	1.25738e-62	197.412	cl43695	YbxI superfamily	 - 	 - 
Q#45 - >AET99223.1|FEATURES|CARD|beta_lactam|CTX-M-117	specific	441934	16	291	1.31297e-90	270.231	COG2367	PenP	 - 	cl28588
Q#46 - >A0A073CXR0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	4	266	1.32186e-93	277.377	PRK00281	PRK00281	 - 	cl00858
Q#47 - >V9THF1|FEATURES|UNIPROT|beta_lactam|blaOXA-58	specific	442014	23	264	1.89608e-108	314.128	COG2602	YbxI	 - 	cl43695
Q#48 - >B5WXV7|FEATURES|UNIPROT|beta_lactam|cfxA	specific	441934	20	299	3.42303e-50	167.382	COG2367	PenP	 - 	cl28588
Q#49 - >A0A0B5GCJ2|FEATURES|UNIPROT|bacitracin|bcrD	specific	441571	6	275	2.00003e-103	301.576	COG1968	UppP	 - 	cl42187
Q#50 - >BAL14456.1|FEATURES|CARD|beta_lactam|SMB-1	specific	293871	23	276	6.14109e-171	472.425	cd16313	SMB-1-like_MBL-B3	 - 	cl23716
Q#51 - >B1KBS9|FEATURES|UNIPROT|beta_lactam|Bcenmc03_6561	specific	236894	1	385	0	635.008	PRK11289	ampC	 - 	cl21491
Q#52 - >A4BCD2|FEATURES|UNIPROT|aminoglycoside|MED297_13282	specific	440860	1	139	1.26581e-24	92.7502	COG1247	MnaT	 - 	cl43365
Q#53 - >AAS45561|FEATURES|ARDB|tetracycline|tetM	specific	206731	5	241	3.65753e-139	405.081	cd04168	TetM_like	 - 	cl38936
Q#53 - >AAS45561|FEATURES|ARDB|tetracycline|tetM	superfamily	481252	1	610	4.87145e-119	369.666	cl46912	PRK13351 superfamily	 - 	 - 
Q#54 - >A0A0F1BDI3|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	646	0	1287.75	PRK10535	PRK10535	 - 	cl32530
Q#55 - >A0A141RAR3|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	8	317	0	506.352	PRK11289	ampC	 - 	cl21491
Q#56 - >ACD84988.1|FEATURES|CARD|beta_lactam|OXA-130	specific	442014	4	274	5.85009e-111	321.061	COG2602	YbxI	 - 	cl43695
Q#57 - >A0A141RQA2|FEATURES|UNIPROT|beta_lactam|BL1_ampc	superfamily	480360	1	381	0	668.402	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#58 - >ACA48664|FEATURES|ARDB|chloramphenicol|catB3	specific	100040	22	182	3.68015e-72	215.486	cd03349	LbH_XAT	 - 	cl00160
Q#59 - >AAO42602.1|FEATURES|CARD|beta_lactam|MIR-2	superfamily	480360	1	381	0	659.928	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#60 - >A0A0F2PZA0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	268	8.73496e-105	305.111	PRK00281	PRK00281	 - 	cl00858
Q#61 - >YP_001882199|FEATURES|ARDB|multidrug|mdtE	specific	137559	1	385	0	737.295	PRK09859	PRK09859	 - 	cl31380
Q#62 - >ZP_02784870|FEATURES|ARDB|multidrug|EmrD	specific	183259	1	394	0	612.297	PRK11652	emrD	 - 	cl28910
Q#63 - >CAT00058|FEATURES|ARDB|trimethoprim|dfrA12	specific	238127	8	160	1.39466e-66	199.672	cd00209	DHFR	 - 	cl17279
Q#64 - >YP_001144149|FEATURES|ARDB|chloramphenicol|cat	superfamily	445639	7	203	2.51016e-94	273.54	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#65 - >ABG56870.1|FEATURES|CARD|quinolone|QnrS1	specific	440968	17	204	8.9889e-30	108.875	COG1357	YjbI	 - 	cl34238
Q#66 - >A0A060KZ56|FEATURES|UNIPROT|beta_lactam|blaCTX-M	specific	441934	16	291	4.74913e-90	268.69	COG2367	PenP	 - 	cl28588
Q#67 - >ZP_04151022|FEATURES|ARDB|fosfomycin|FosB	specific	179740	3	139	1.0382e-94	269.123	PRK04101	PRK04101	 - 	cl14632
Q#68 - >A0A0A2UG02|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	19	277	5.72706e-102	298.178	PRK00281	PRK00281	 - 	cl00858
Q#69 - >CAJ00299|FEATURES|ARDB|tetracycline|tetM	specific	206731	5	241	1.08567e-140	409.319	cd04168	TetM_like	 - 	cl38936
Q#69 - >CAJ00299|FEATURES|ARDB|tetracycline|tetM	superfamily	481252	1	610	7.6255e-119	369.28	cl46912	PRK13351 superfamily	 - 	 - 
Q#70 - >AAD02244.1|FEATURES|CARD|aminoglycoside|AAC(6')-Ib9	specific	275224	20	203	6.37171e-146	403.111	TIGR04431	N6_acetyl_AAC6	 - 	cl29112
Q#71 - >G7F1K5|FEATURES|UNIPROT|bacitracin|uppP2	specific	441571	13	251	3.76666e-93	274.997	COG1968	UppP	 - 	cl42187
Q#72 - >ZP_03947551|FEATURES|ARDB|glycopeptide|vanWB	specific	442033	63	230	2.37195e-51	174.24	COG2720	YoaR	N	cl34484
Q#73 - >A0A0C2W508|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	4	273	1.39937e-102	299.718	PRK00281	PRK00281	 - 	cl00858
Q#74 - >V0SIA6|FEATURES|UNIPROT|beta_lactam|HMPREF1590_01078	specific	236894	8	388	0	638.475	PRK11289	ampC	 - 	cl21491
Q#75 - >A0A0K0TQH5|FEATURES|UNIPROT|beta_lactam|CTX-M-165	specific	441934	14	287	7.93576e-94	278.32	COG2367	PenP	 - 	cl28588
Q#76 - >AEG79634.1|FEATURES|CARD|beta_lactam|SHV-120	specific	185339	1	284	0	562.552	PRK15442	PRK15442	 - 	cl21491
Q#77 - >CAJ47129.2|FEATURES|CARD|beta_lactam|SHV-74	specific	185339	1	284	0	564.093	PRK15442	PRK15442	 - 	cl21491
Q#78 - >A0A0Q8BEN3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	5	309	8.25939e-89	266.206	PRK00281	PRK00281	 - 	cl00858
Q#79 - >A4ZZ91|FEATURES|UNIPROT|beta_lactam|blaACT	superfamily	480360	3	368	0	670.328	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#80 - >AAC45086.2|FEATURES|CARD|beta_lactam|ACT-1	superfamily	480360	2	381	0	675.336	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#81 - >E5Y3V3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	269	1.36231e-98	289.318	PRK00281	PRK00281	 - 	cl00858
Q#82 - >E2YZT9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	17	287	2.7822e-108	314.741	PRK00281	PRK00281	 - 	cl00858
Q#83 - >A0A0K6KL35|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	6	264	1.03361e-84	255.329	COG4257	Vgb	 - 	cl26743
Q#84 - >Q8CXK5|FEATURES|ARDB|fosfomycin|FosB	specific	179740	2	139	6.99345e-95	269.509	PRK04101	PRK04101	 - 	cl14632
Q#85 - >A0A086GGQ9|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	648	0	1237.68	PRK10535	PRK10535	 - 	cl32530
Q#86 - >A0A0Q5YVM2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	266	1.8076e-104	304.341	PRK00281	PRK00281	 - 	cl00858
Q#87 - >A0A127T1R7|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	8	388	0	634.623	PRK11289	ampC	 - 	cl21491
Q#88 - >A0A0E2CLS5|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	274	1.3074e-78	238.788	COG1968	UppP	 - 	cl42187
Q#89 - >B6BHN0|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	255	6.06073e-89	264.212	COG1968	UppP	 - 	cl42187
Q#90 - >J8JHA4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	263	5.84592e-111	320.519	PRK00281	PRK00281	 - 	cl00858
Q#91 - >O24824|FEATURES|UNIPROT|beta_lactam|classC	superfamily	469545	1	378	0	597.143	cl49594	ampC_Sliq superfamily	 - 	 - 
Q#92 - >CAA88266|FEATURES|ARDB|aminoglycoside|Aph3Ic	specific	270699	26	271	4.12365e-100	292.563	cd05150	APH	 - 	cl21453
Q#93 - >A0A010T6Z8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	7.53633e-122	348.639	PRK00281	PRK00281	 - 	cl00858
Q#94 - >AAV80410|FEATURES|ARDB|tetracycline|tetT	superfamily	481252	1	618	5.68662e-134	408.571	cl46912	PRK13351 superfamily	 - 	 - 
Q#95 - >A0A076VXH5|FEATURES|UNIPROT|beta_lactam|penPC	specific	441934	38	296	5.26036e-93	276.394	COG2367	PenP	 - 	cl28588
Q#96 - >CAI43419.1|FEATURES|CARD|beta_lactam|OXY-5-2	specific	441934	15	290	1.63503e-86	259.83	COG2367	PenP	 - 	cl28588
Q#97 - >A0A0J1IBW7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	266	1.1129e-102	299.718	PRK00281	PRK00281	 - 	cl00858
Q#98 - >A0A117V4K8|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	6	269	2.44361e-96	283.472	COG1968	UppP	 - 	cl42187
Q#99 - >NP_052129.1|FEATURES|CARD|beta_lactam|TEM-116	specific	185339	3	286	0	605.309	PRK15442	PRK15442	 - 	cl21491
Q#100 - >ZP_04146665|FEATURES|ARDB|beta_lactam|BcII	specific	293862	49	250	2.47588e-120	341.957	cd16304	BcII-like_MBL-B1	 - 	cl23716
Q#101 - >A0A0Q9QYU5|FEATURES|UNIPROT|beta_lactam|ASH00_00180	superfamily	440531	134	642	8.1752e-68	231.637	cl34037	FtsI superfamily	 - 	 - 
Q#101 - >A0A0Q9QYU5|FEATURES|UNIPROT|beta_lactam|ASH00_00180	superfamily	428377	28	136	5.07263e-07	48.9744	cl04997	MecA_N superfamily	 - 	 - 
Q#102 - >O87584|FEATURES|UNIPROT|beta_lactam|blaZ	specific	441934	6	244	3.32875e-59	188.183	COG2367	PenP	 - 	cl28588
Q#103 - >R5QFZ5|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	272	1.57083e-96	284.242	COG1968	UppP	 - 	cl42187
Q#104 - >A0A0U1XYQ3|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	231	4.85378e-128	362.278	COG2602	YbxI	 - 	cl43695
Q#105 - >AHM76768.1|FEATURES|CARD|beta_lactam|CMY-93	specific	236894	1	381	0	643.098	PRK11289	ampC	 - 	cl21491
Q#106 - >A0A098U8V1|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	270	4.83178e-116	334.001	PRK00281	PRK00281	 - 	cl00858
Q#107 - >R8DUN6|FEATURES|UNIPROT|beta_lactam|ICC_03068	specific	441934	41	308	2.86155e-90	270.231	COG2367	PenP	 - 	cl28588
Q#108 - >AAA98304|FEATURES|ARDB|tetracycline|tetL	specific	340879	19	448	2.2215e-54	185.84	cd17321	MFS_MMR_MDR_like	 - 	cl28910
Q#109 - >Q8EEJ3|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	13	397	0	622.682	PRK11289	ampC	 - 	cl21491
Q#110 - >B7TCL6|FEATURES|UNIPROT|aminoglycoside|aadA3	specific	184296	1	262	0	503.789	PRK13746	PRK13746	 - 	cl32927
Q#111 - >A0A0L7P1D4|FEATURES|UNIPROT|bacitracin|uppP	specific	237134	16	284	2.46905e-97	287.103	PRK12554	PRK12554	 - 	cl00858
Q#112 - >AFR33816.1|FEATURES|CARD|beta_lactam|IMP-32	superfamily	451500	23	234	3.02464e-120	341.184	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#113 - >K0AYN9|FEATURES|UNIPROT|multidrug|cfr	superfamily	450244	3	341	0	651.795	cl18962	Radical_SAM superfamily	 - 	 - 
Q#114 - >Q1BPZ6|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	4	681	0	897.161	cl32530	PRK10535 superfamily	 - 	 - 
Q#115 - >A0A0H0ZVW7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	5	265	3.37875e-93	275.451	PRK00281	PRK00281	 - 	cl00858
Q#116 - >A0A0S7AQ25|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	259	1.70167e-93	275.768	COG1968	UppP	 - 	cl42187
Q#117 - >BAA32493.1|FEATURES|CARD|fosfomycin|FomA	specific	239774	5	260	1.04373e-75	230.611	cd04241	AAK_FomA-like	 - 	cl00452
Q#118 - >A0A0Q4MHQ4|FEATURES|UNIPROT|beta_lactam|ASE99_23780	specific	441934	26	295	1.04873e-88	265.608	COG2367	PenP	 - 	cl28588
Q#119 - >A0A0M0Y3X9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	273	2.30695e-125	357.498	PRK00281	PRK00281	 - 	cl00858
Q#120 - >A0A127T508|FEATURES|UNIPROT|beta_lactam|CblA-1	specific	441934	18	304	3.98166e-69	215.918	COG2367	PenP	 - 	cl28588
Q#121 - >AAL29434.1|FEATURES|CARD|beta_lactam|TEM-82	specific	185339	3	286	0	604.924	PRK15442	PRK15442	 - 	cl21491
Q#122 - >BAB37346|FEATURES|ARDB|multidrug|tolC	specific	236529	3	453	0	777.196	PRK09465	tolC	 - 	cl30340
Q#123 - >D7AWL3|FEATURES|UNIPROT|beta_lactam|Ndas_2389	specific	441934	51	316	3.57993e-86	259.83	COG2367	PenP	 - 	cl28588
Q#124 - >A0A096CCK3|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	263	7.64371e-93	275.382	COG1968	UppP	 - 	cl42187
Q#125 - >K6CB68|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	276	1.58469e-106	309.734	PRK00281	PRK00281	 - 	cl00858
Q#126 - >A0A0G8F0L4|FEATURES|UNIPROT|beta_lactam|B4077_0876	specific	441934	53	306	5.95321e-97	287.18	COG2367	PenP	 - 	cl28588
Q#127 - >G4QAV4|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	8	282	2.49778e-100	294.257	COG1968	UppP	 - 	cl42187
Q#128 - >ACG58975|FEATURES|ARDB|macrolide-lincosamide-streptogramin|mefA	specific	162098	11	374	1.82063e-109	325.814	TIGR00900	2A0121	 - 	cl31440
Q#129 - >AET35493.1|FEATURES|CARD|beta_lactam|OXA-347	specific	442014	1	274	1.18492e-116	335.314	COG2602	YbxI	 - 	cl43695
Q#130 - >A0A0S3NSE4|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	380	0	633.468	PRK11289	ampC	 - 	cl21491
Q#131 - >A0A0C2RTI2|FEATURES|UNIPROT|fosfomycin|fosB	specific	179740	1	139	6.04626e-95	269.894	PRK04101	PRK04101	 - 	cl14632
Q#132 - >Q5UCE5|FEATURES|UNIPROT|beta_lactam|bla(ampC)	specific	236894	4	382	0	596.874	PRK11289	ampC	 - 	cl21491
Q#133 - >H2J0G5|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|Rahaq2_0060	superfamily	182528	6	650	0	651.019	cl32530	PRK10535 superfamily	 - 	 - 
Q#134 - >A0A0N1B354|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	262	1.80831e-90	268.517	PRK00281	PRK00281	 - 	cl00858
Q#135 - >A0A0S3NFF9|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	380	0	633.853	PRK11289	ampC	 - 	cl21491
Q#136 - >Q8DWT2|FEATURES|CARD|peptide|mprF	specific	468043	14	842	0	847.565	NF033480	bifunc_MprF	 - 	cl41273
Q#137 - >Q9RIR0|FEATURES|UNIPROT|beta_lactam|fonA-4	specific	441934	26	295	6.12136e-88	263.682	COG2367	PenP	 - 	cl28588
Q#138 - >AFP97028.1|FEATURES|CARD|beta_lactam|IMP-37	superfamily	451500	23	234	2.09081e-121	344.265	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#139 - >D0J3P5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	263	5.00282e-117	336.312	PRK00281	PRK00281	 - 	cl00858
Q#140 - >CEA29750.1|FEATURES|CARD|beta_lactam|SHV-187	specific	185339	4	286	0	562.167	PRK15442	PRK15442	 - 	cl21491
Q#141 - >A0A0R1M299|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	273	1.80354e-102	299.333	PRK00281	PRK00281	 - 	cl00858
Q#142 - >A7TUE6|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	379	0	633.853	PRK11289	ampC	 - 	cl21491
Q#143 - >YP_002085096|FEATURES|ARDB|chloramphenicol|catB7	specific	100040	46	182	1.63148e-65	198.537	cd03349	LbH_XAT	 - 	cl00160
Q#144 - >A0A0W0MLP2|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	1	652	0	903.325	cl32530	PRK10535 superfamily	 - 	 - 
Q#145 - >A0A0X1S0M1|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	273	3.7448e-106	308.578	PRK00281	PRK00281	 - 	cl00858
Q#146 - >I4YTX0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	262	4.68425e-102	297.792	PRK00281	PRK00281	 - 	cl00858
Q#147 - >A0A087M0A3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	7	267	2.43967e-88	263.51	PRK00281	PRK00281	 - 	cl00858
Q#148 - >A0A0Q0X208|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	253	8.42798e-93	274.612	COG1968	UppP	 - 	cl42187
Q#149 - >ADA13241.1|FEATURES|CARD|beta_lactam|IND-10	superfamily	451500	24	238	1.04537e-161	446.001	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#150 - >BAH02344|FEATURES|ARDB|glycopeptide|vanXB	specific	350616	4	201	1.61436e-109	311.734	cd14817	D-Ala-D-Ala_dipeptidase_VanX	 - 	cl38918
Q#151 - >CAL18627|FEATURES|ARDB|multidrug|TolC	specific	236529	3	450	0	798.382	PRK09465	tolC	 - 	cl30340
Q#152 - >A0A0A2WNA0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	273	6.21293e-82	247.331	PRK00281	PRK00281	 - 	cl00858
Q#153 - >ZP_04677690|FEATURES|ARDB|multidrug|NorA	specific	340883	8	375	8.40995e-66	213.592	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#154 - >AIT76085.1|FEATURES|CARD|beta_lactam|ACT-29	superfamily	480360	1	381	0	682.655	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#155 - >S6ES99|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	4	284	3.42439e-96	284.31	PRK00281	PRK00281	 - 	cl00858
Q#156 - >A0A0Q9HCV9|FEATURES|UNIPROT|fosfomycin|fosB	specific	179740	1	138	1.37215e-98	279.139	PRK04101	PRK04101	 - 	cl14632
Q#157 - >M6YU51|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	277	1.3205e-78	238.788	COG1968	UppP	 - 	cl42187
Q#158 - >U2K512|FEATURES|UNIPROT|bacitracin|uppP	specific	460646	13	271	1.06331e-86	259.306	pfam02673	BacA	 - 	cl46521
Q#159 - >I0JL77|FEATURES|UNIPROT|bacitracin|uppP1	specific	234712	2	273	5.05415e-95	280.458	PRK00281	PRK00281	 - 	cl00858
Q#160 - >A0A0Q7PN65|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	254	1.0713e-81	246.561	PRK00281	PRK00281	 - 	cl00858
Q#161 - >Q8D342|FEATURES|UNIPROT|polymyxin|arnC	superfamily	182669	5	226	2.04718e-110	323.611	cl32562	PRK10714 superfamily	C	 - 
Q#162 - >H6D988|FEATURES|UNIPROT|aminoglycoside|strA	specific	442463	4	265	1.6842e-104	303.76	COG3231	Aph	 - 	cl43814
Q#163 - >A0A0T9TQQ9|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB_2	specific	182528	1	649	0	1283.13	PRK10535	PRK10535	 - 	cl32530
Q#164 - >A0A023PGL4|FEATURES|UNIPROT|beta_lactam|CY96_28755	specific	441934	58	312	5.9123e-94	279.861	COG2367	PenP	 - 	cl28588
Q#165 - >AAN52134.1|FEATURES|CARD|beta_lactam|VIM-5	specific	293861	42	259	5.6359e-144	402.317	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#166 - >A0A0M1F4H3|FEATURES|UNIPROT|aminoglycoside|ABW45_03845	specific	442463	10	267	4.17549e-123	351.139	COG3231	Aph	 - 	cl43814
